所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
天津,东丽,东丽湖,揽城苑,78,整租,南,1400,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,武清,武清其它,景瑞花园,78,整租,南,800,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,15,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,128,整租,南,650,半年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,碧水家园C区,16,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,10,暂无数据,免费使用,暂无数据,暂无数据,暂无数据,自采暖
天津,海河教育园,咸水沽,金浩园,66,整租,南,1300,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,21,有,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,中海学府公馆,18,合租,南,1098,月付价,3,1,1,随时入住,1年,随时可看,低楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,顶秀欣园,68,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,21,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,惠安花园,54,整租,南,1000,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,汉沽,三湖里,66,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,海滨园,88,整租,南,700,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,光明南里,81,整租,南,1100,季付价,2,1,1,20200715,1年以内,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,武清,南湖,花样年家天下,93,整租,南,600,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,4,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,胡家园,滨翔花园（远洋城4期）,75,整租,南,1300,季付价,1,2,1,随时入住,1年以内,需提前预约,低楼层,31,有,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,广泰园,15,合租,南,1050,月付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,富力又一城合雅园,120,整租,南,900,季付价,3,2,1,随时入住,1年以内,需提前预约,高楼层,17,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,南开,广开街,广泰园,10,合租,南,850,月付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,东丽,万新街,舒畅园,75,整租,西,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,广泰园,10,合租,南,850,月付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,东丽,东丽湖,恒大翡翠华庭,84,整租,南,1300,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,广泰园,10,合租,南,950,月付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,南开,万兴街,卧龙南里,17,合租,东,1098,月付价,2,1,1,随时入住,3~12个月,随时可看,中楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,西青,中北镇,运通花园,17,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,无,暂无数据,民水,民电,有,自采暖
天津,东丽,万新街,舒畅园,75,整租,西,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,运通花园,18,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,无,免费使用,民水,民电,有,自采暖
天津,津南,咸水沽,益华里,89,整租,南,1000,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,运通花园,17,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,无,暂无数据,民水,民电,有,自采暖
天津,蓟州,蓟州城区,安裕新村,55,整租,南,900,None,2,1,1,随时入住,1~3个月,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,运通花园,18,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,无,暂无数据,民水,民电,有,自采暖
天津,河北,新开河,天房天泰,99,整租,东,1500,季付价,2,1,1,随时入住,3年以上,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
天津,蓟州,蓟州城区,安裕新村,70,整租,南,800,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,双港,红磡领世郡人才公寓,100,整租,南,1100,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,新河街,四季风情（贻港新城）,54,整租,南,1500,季付价,1,1,1,随时入住,3年以内,需提前预约,低楼层,22,有,免费使用,民水,民电,有,集中供暖
天津,东丽,空港经济区,童年湖,60,整租,南,1000,季付价,2,1,2,随时入住,1年以内,需提前预约,中楼层,7,有,暂无数据,商水,商电,无,集中供暖
天津,河东,大直沽,萦东温泉花园,15,合租,南,800,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,八里台,天津碧桂园,106,整租,南,800,None,3,1,1,随时入住,暂无数据,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,河北,真理道,靖江鑫园,13,合租,南,750,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,6,有,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,泽天下,67,整租,南,1000,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,北辰,双街,城际美景家园,57,整租,南,800,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,保利金融街诺丁山,81,整租,南,950,月付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,武清,武清其它,翡翠半岛,92,整租,南,800,年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,暂无数据,有,集中供暖
天津,武清,杨村,紫泉庭苑,93,整租,南,800,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,16,有,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利新家园,79,整租,南,650,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,金泰丽湾,100,整租,南,1300,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,14,有,暂无数据,民水,民电,有,集中供暖
天津,河西,下瓦房,存诚里,20,合租,南,890,半年付价,4,1,1,随时入住,1~36个月,随时可看,高楼层,7,无,暂无数据,民水,民电,有,暂无数据
天津,宝坻,南关大街,宝平景苑西区,82,整租,南,800,年付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河西,越秀路,爱国里,18,合租,北,790,半年付价,4,1,1,随时入住,1~36个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,宝坻,京津新城,上京嘉园,55,整租,南,800,年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,无,免费使用,暂无数据,暂无数据,暂无数据,暂无数据
天津,河北,建昌道,红波西里,17,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,5,有,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,福芳园,105,整租,南,800,月付价,2,1,1,随时入住,1年以内,一般下班后可看,高楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,西青,华苑,程华里,15,合租,南,800,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,太阳城,紫玉园,13,合租,南,700,月付价,4,1,2,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,芥园道,先春园泉春里,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,低楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,阳春里,64,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,王串场,宇萃里,25,整租,南,1100,年付价,1,1,1,随时入住,1年,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,滨海,大港,七邻里北区,65,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,下瓦房,存诚里,20,合租,南,890,半年付价,4,1,1,随时入住,1~36个月,随时可看,高楼层,7,无,暂无数据,民水,民电,有,暂无数据
天津,津南,八里台,融创星耀五洲,151,整租,南,1000,季付价,3,2,3,随时入住,1年以内,一般下班后可看,低楼层,3,有,暂无数据,民水,民电,有,自采暖
天津,河东,太阳城,紫玉园,13,合租,南,700,月付价,4,1,2,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,建安里,62,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,蓟州,蓟州城区,安裕新村,70,整租,南,800,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,福芳园,105,整租,南,800,月付价,2,1,1,随时入住,1年以内,一般下班后可看,高楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,海丽园,63,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,沽上江南,89,整租,南,850,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,河北,建昌道,红波西里,17,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,5,有,免费使用,民水,民电,有,集中供暖
天津,武清,黄庄,丽德花园,85,整租,南,700,半年付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,河东,大直沽,萦东温泉花园,15,合租,南,800,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,大寺,亲和美园,70,整租,南,900,半年付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,24,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,滨海,大港,前光里,61,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,惠安花园,54,整租,南,1000,年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,舒畅园,75,整租,西,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,津南,辛庄,首创暖山,83,整租,南,1100,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,33,有,免费使用,民水,民电,有,集中供暖
天津,宝坻,潮阳大道,原筑,54,整租,南,1000,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,11,有,免费使用,民水,民电,有,集中供暖
天津,东丽,空港经济区,童年湖,60,整租,南,1000,季付价,2,1,2,随时入住,1年以内,需提前预约,中楼层,7,有,暂无数据,商水,商电,无,集中供暖
天津,河东,太阳城,丹荔园,16,合租,南,800,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,武清,武清其它,翡翠半岛,92,整租,南,800,年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,7,无,暂无数据,民水,暂无数据,有,集中供暖
天津,红桥,芥园道,先春园泉春里,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,低楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,武清,杨村,紫泉庭苑,93,整租,南,800,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,16,有,免费使用,民水,民电,有,集中供暖
天津,西青,华苑,程华里,15,合租,南,800,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,泽天下,67,整租,南,1000,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,河北,真理道,靖江鑫园,13,合租,南,750,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,6,有,免费使用,民水,民电,有,集中供暖
天津,河东,常州道,凤溪花园,9,合租,南,950,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,暂无数据,民水,民电,有,自采暖
天津,南开,嘉陵道街,祥平园,16,合租,南,999,季付价,5,2,2,随时入住,3~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,静海,静海,禹洲御湖郡,95,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,红桥,芥园道,宜兰里,15,合租,南,601,月付价,3,1,1,随时入住,1个月以上,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,塘沽,北塘街,欣华苑,84,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,河东,向阳楼,红顶花园北园,17,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,滨海,汉沽,东风南里,54,整租,南,750,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,西于庄,翠溪园,15,合租,南,900,月付价,4,1,1,随时入住,6~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,昆仑里(东丽区),61,整租,东,1400,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,武清,杨村,紫悦花园,148,整租,南,800,年付价,3,2,1,随时入住,1年以内,需提前预约,高楼层,6,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,塘沽,北塘街,欣裕苑,98,整租,南,1300,季付价,2,1,1,随时入住,1年以内,一般下班后可看,低楼层,24,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,津南,咸水沽,益华里,84,整租,南,1000,季付价,2,1,1,随时入住,1年以内,一般下班后可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,宁河,宁河,银河花園,96,整租,南,1100,月付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
天津,河北,铁东路,北宁湾-宁宇家园,16,合租,东,1150,月付价,3,1,1,随时入住,6~12个月,随时可看,中楼层,33,有,租用车位,民水,民电,有,集中供暖
天津,津南,咸水沽,光明南里,96,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,杭州道,康迪苑,17,合租,北,650,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,光明北里,57,整租,南,900,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,滨海,大港,兴盛里(大港区),55,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,华润橡树湾,74,整租,南,1200,None,2,1,1,随时入住,1年以内,需提前预约,低楼层,11,有,租用车位,暂无数据,暂无数据,有,集中供暖
天津,东丽,华明镇,大唐印象,105,整租,南,1200,None,3,2,2,随时入住,暂无数据,需提前预约,低楼层,21,有,暂无数据,民水,民电,有,集中供暖
天津,宝坻,建设路,瑞景花园,60,整租,南,900,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,17,有,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,华城庭苑,72,整租,南,1200,季付价,2,1,1,随时入住,1~3个月,需提前预约,中楼层,22,有,暂无数据,民水,民电,有,集中供暖
天津,武清,静湖,碧溪秋园,70,整租,南,600,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,商水,商电,有,集中供暖
天津,河东,春华街,城市之星大厦,13,合租,南,750,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,20,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,米兰阳光,72,整租,南,1000,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,30,有,租用车位,民水,民电,有,集中供暖
天津,津南,双港,象博豪庭,10,合租,北,760,季付价,4,2,2,随时入住,1年以上,随时可看,中楼层,24,有,租用车位,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣翔园,74,整租,南,900,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,城市之星大厦,17,合租,南,950,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,20,有,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,宝能城,87,整租,南,800,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,16,有,租用车位,民水,民电,有,集中供暖
天津,河东,万新村,环秀西里,14,合租,南,1260,季付价,2,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,瑞金里,48,整租,南,1150,年付价,1,1,1,随时入住,1年,随时可看,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,碧水家园A区,17,合租,东,889,月付价,3,1,1,随时入住,1年,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣溪园,87,整租,南,1000,月付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,碧水家园A区,17,合租,东,889,月付价,3,1,1,随时入住,1年,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,北城路,宝鑫景苑,89,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,曹庄欣苑,15,合租,南,1050,季付价,3,1,1,随时入住,1年,随时可看,中楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,武清,武清其它,经纬城市绿洲学知华庭,86,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,34,有,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,北大资源阅城,15,合租,南,1298,月付价,2,1,1,随时入住,3~12个月,随时可看,高楼层,28,有,免费使用,民水,民电,有,集中供暖
天津,蓟州,蓟州城区,安裕新村,81,整租,南,800,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,中骏柏景湾,87,整租,南,900,月付价,3,1,2,随时入住,1年以内,需提前预约,中楼层,13,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,东丽湖,万科城盛锦苑,108,整租,南,1000,季付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,红桥,西沽街,民畅园,61,整租,西,1200,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,福居园,55,整租,南,500,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,11,有,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,中海寰宇天下,11,合租,南,848,月付价,4,1,1,随时入住,3~12个月,随时可看,低楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,河北,新开河,盛和家园,55,整租,南,1500,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,29,有,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,四季馨园,12,合租,南,798,月付价,3,1,1,随时入住,1年,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,翡翠湾,翡翠湾花园,95,整租,南,1000,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,11,有,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利新家园,90,整租,南,550,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,宝业馨苑,65,整租,南,1000,半年付价,1,1,1,20200801,2年以内,一般下班后可看,中楼层,17,有,免费使用,民水,民电,有,集中供暖
天津,滨海,汉沽,一商友谊广场,55,整租,西,600,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,17,有,暂无数据,商水,商电,有,集中供暖
天津,塘沽,胡家园,滨慧花园（远洋城3期）,98,整租,南,1500,季付价,2,2,1,随时入住,2年以内,需提前预约,高楼层,34,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,达园,70,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,北辰,集贤里,集贤里(北辰区),60,整租,南,950,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,18,合租,东,998,月付价,3,1,1,随时入住,1个月,随时可看,高楼层,31,无,免费使用,民水,民电,有,集中供暖
天津,河北,建昌道,连云里(河北区),31,整租,南,1300,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,南开,体育中心街,凌奥创意产业园,25,合租,南,1198,月付价,2,1,1,随时入住,2~12个月,随时可看,高楼层,13,有,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,海上国际城,94,整租,南,1000,季付价,2,1,1,20200801,1年以内,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,南开,体育中心街,凌奥创意产业园,18,合租,南,1298,月付价,2,1,1,随时入住,2~12个月,随时可看,中楼层,13,有,免费使用,民水,民电,有,集中供暖
天津,宁河,宁河,宁新花园西区,82,整租,南,1200,月付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,20,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,南开,体育中心街,凌奥创意产业园,18,合租,南,1198,月付价,2,1,1,随时入住,2~12个月,随时可看,中楼层,13,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,溪悦园,18,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,18,有,免费使用,民水,民电,有,自采暖
天津,河西,天塔街,气象南里,11,合租,南,1530,季付价,2,1,1,随时入住,1年,随时可看,高楼层,12,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,北塘街,水岸花园,76,整租,西,1100,季付价,2,2,1,随时入住,2年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,城市之光月光园,10,合租,南,850,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,26,有,租用车位,民水,民电,有,集中供暖
天津,东丽,军粮城,丽水公寓,55,整租,南,1200,None,1,1,1,随时入住,1年以内,需提前预约,低楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,卫安中里,14,合租,南,1099,季付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,开发,第三大街,恂园里,51,整租,南,1900,None,1,1,1,随时入住,暂无数据,一般下班后可看,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,大直沽,大直沽三号路,15,合租,南,1250,月付价,2,1,1,随时入住,1~12个月,随时可看,高楼层,2,无,租用车位,民水,民电,有,集中供暖
天津,塘沽,胡家园,滨尚花园（远洋城5期）,113,整租,南,1500,季付价,2,1,2,随时入住,1年以内,需提前预约,高楼层,34,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,崇安里,60,整租,南,1300,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,挂甲寺,景兴西里,37,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,河东,富民路,天琴里,44,整租,南,1300,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,小海地,桂江里(河西区),30,整租,东,1400,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,19,合租,南,680,月付价,3,1,1,随时入住,2~12个月,随时可看,中楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,河北,江都路,明山里,35,整租,西,1000,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,河东,春华街,惠森花园,15,合租,南,800,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,11,有,免费使用,民水,民电,有,集中供暖
天津,河东,唐家口,长征楼(河东区),38,整租,南,1200,季付价,1,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,小海地,云江新苑,57,整租,南,1600,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,28,有,租用车位,民水,民电,有,集中供暖
天津,河北,王串场,容彩里,35,整租,西,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,东江南里,32,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,万新村,松风东里,40,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,雅致里,40,整租,西,1600,季付价,1,1,1,随时入住,2年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,和平,南市,裕德里,32,整租,东,1800,None,1,0,1,随时入住,暂无数据,需提前预约,中楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,河东,向阳楼,万兴花园,14,合租,南,1260,季付价,3,1,1,随时入住,1年,随时可看,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,河北,建昌道,建昌里,51,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,瑞金里,45,整租,东,1150,年付价,1,1,1,随时入住,1年,随时可看,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,和平,新兴街,乐昌里,33,整租,南,1850,季付价,1,0,1,20200720,3年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,春华街,瑞金里,40,整租,西,1200,年付价,1,1,1,随时入住,6~12个月,随时可看,低楼层,6,无,免费使用,民水,民电,有,集中供暖
